user_id,gender,dob,age,country,region,device_type,platform_name,title_id,watch_duration_min,completed,subscription_start,subscription_end,plan_name,monthly_cost_usd,currency,payment_mode,auto_renew,resolution,device_limit,simultaneous_streams,ads_included
U1146,Other,16-02-1976,49,Andorra,Rhode Island,TV,"Hotstar,Netflix,Prime",,81,1,08-02-2024,07-02-2025,Basic,8.51,INR,Card,FALSE,4K,2,1,TRUE
U1147,Male,13-04-1997,28,Japan,Vermont,Laptop,Hotstar,,21,0,09-11-2024,09-11-2025,Premium,15,USD,UPI,TRUE,HD,3,1,FALSE
U1148,Female,06-11-1980,44,Nepal,Iowa,Mobile,Prime,,105,1,07-06-2024,07-06-2025,Basic,17.52,USD,Wallet,TRUE,SD,4,1,FALSE
U1149,Male,04-08-1979,45,Rwanda,Georgia,Laptop,"Netflix,Prime",,76,1,26-10-2023,25-10-2024,Premium,5.58,INR,UPI,TRUE,4K,2,2,FALSE
U1150,Other,16-03-1988,37,United States Virgin Islands,Arizona,Mobile,"Netflix,Prime",,69,0,09-02-2025,09-02-2026,Standard,10.61,INR,Card,FALSE,HD,1,1,TRUE
U1151,Male,04-12-1994,30,Micronesia,Rhode Island,Mobile,"Hotstar,Netflix",,66,0,22-03-2024,22-03-2025,Premium,10.32,INR,Card,FALSE,HD,3,1,FALSE
U1152,Male,31-05-1971,54,Puerto Rico,Maryland,Mobile,"Hotstar,Prime",,101,1,05-10-2024,05-10-2025,Basic,10.11,USD,Wallet,FALSE,SD,4,1,TRUE
U1153,Other,21-01-1966,59,Mali,Arizona,Laptop,Hotstar,,90,1,18-12-2023,17-12-2024,Premium,10.54,USD,UPI,TRUE,4K,4,4,TRUE
U1154,Female,13-01-1988,37,Honduras,Hawaii,Laptop,"Hotstar,Netflix,Prime",,100,0,10-05-2024,10-05-2025,Basic,5.16,USD,Wallet,FALSE,SD,3,1,TRUE
U1155,Other,27-12-2003,21,Congo,Nevada,TV,Netflix,,67,1,16-11-2023,15-11-2024,Basic,14.99,USD,UPI,FALSE,SD,1,1,FALSE
U1156,Male,27-12-1988,36,Jamaica,Indiana,Mobile,"Netflix,Prime",,115,1,10-07-2023,09-07-2024,Premium,12.19,USD,Wallet,FALSE,SD,2,2,FALSE
U1157,Male,05-06-1976,49,Montenegro,New York,Laptop,"Hotstar,Netflix",,61,0,30-03-2025,30-03-2026,Premium,8.85,INR,Wallet,FALSE,4K,4,1,TRUE
U1158,Male,12-10-1973,51,France,South Carolina,Laptop,Prime,,65,1,25-07-2023,24-07-2024,Premium,18.1,USD,Wallet,FALSE,4K,4,2,TRUE
U1159,Male,24-05-1969,56,Micronesia,Oregon,TV,Netflix,,88,1,08-09-2024,08-09-2025,Standard,5.49,INR,Card,FALSE,4K,3,1,FALSE
U1160,Male,12-03-1968,57,Uzbekistan,Kansas,TV,"Hotstar,Netflix,Prime",,50,0,06-02-2024,05-02-2025,Standard,12.33,INR,Wallet,TRUE,SD,1,1,TRUE
U1161,Other,21-10-2006,18,Burkina Faso,Maryland,Mobile,"Netflix,Prime",,110,1,01-04-2024,01-04-2025,Standard,9.85,INR,Wallet,FALSE,4K,2,2,TRUE
U1162,Male,20-12-2005,19,Saint Martin,South Dakota,Mobile,"Hotstar,Prime",,16,1,17-05-2024,17-05-2025,Basic,15.71,INR,Wallet,TRUE,4K,3,2,FALSE
U1163,Female,28-06-1995,30,Ghana,South Dakota,Laptop,"Hotstar,Netflix,Prime",,18,0,14-08-2023,13-08-2024,Basic,11.24,USD,Wallet,TRUE,4K,1,1,FALSE
U1164,Other,21-11-1993,31,Netherlands,Ohio,TV,"Hotstar,Netflix,Prime",,49,0,03-05-2024,03-05-2025,Basic,12.04,INR,UPI,FALSE,HD,3,2,FALSE
U1165,Female,10-06-2005,20,Saint Lucia,Rhode Island,Laptop,"Hotstar,Prime",,16,1,25-12-2024,25-12-2025,Standard,16.69,INR,Card,TRUE,4K,2,1,FALSE
U1166,Female,19-10-1997,27,Bahamas,Oregon,Mobile,Hotstar,,83,1,15-10-2024,15-10-2025,Premium,11.96,INR,Card,TRUE,SD,2,1,FALSE
U1167,Female,29-10-1985,39,Belgium,Texas,TV,Prime,,26,1,01-06-2025,01-06-2026,Standard,7.46,INR,Wallet,FALSE,SD,2,2,FALSE
U1168,Female,25-09-1965,59,Liechtenstein,Minnesota,Laptop,Prime,,8,1,26-02-2025,26-02-2026,Basic,13.54,USD,Wallet,TRUE,HD,2,2,TRUE
U1169,Other,25-08-1997,27,Haiti,Delaware,Mobile,"Hotstar,Netflix",,83,0,15-08-2024,15-08-2025,Premium,17.85,INR,Card,FALSE,4K,4,1,FALSE
U1170,Male,27-01-1986,39,Romania,Maryland,Mobile,Hotstar,,75,0,18-11-2023,17-11-2024,Premium,14.04,USD,UPI,FALSE,4K,1,1,TRUE
U1171,Other,08-08-1991,33,Trinidad and Tobago,Hawaii,Mobile,"Hotstar,Netflix",,108,1,19-08-2023,18-08-2024,Basic,12.73,USD,Card,FALSE,HD,1,1,TRUE
U1172,Male,14-07-1998,26,Saudi Arabia,Utah,TV,"Netflix,Prime",,83,1,07-02-2025,07-02-2026,Premium,19.83,USD,UPI,TRUE,HD,3,3,TRUE
U1173,Female,25-01-1996,29,Puerto Rico,Missouri,TV,Netflix,,64,1,07-12-2024,07-12-2025,Standard,18.28,INR,Card,FALSE,SD,4,4,TRUE
U1174,Other,02-06-1995,30,Hungary,West Virginia,Laptop,"Hotstar,Netflix,Prime",,106,1,27-04-2025,27-04-2026,Basic,6.89,USD,UPI,FALSE,SD,4,4,FALSE
U1175,Other,10-05-1971,54,Palestinian Territory,Alaska,Laptop,Netflix,,57,0,05-07-2024,05-07-2025,Basic,8.29,USD,Card,TRUE,4K,1,1,TRUE
U1176,Other,03-02-1972,53,Martinique,North Dakota,Laptop,"Hotstar,Prime",,59,1,31-05-2024,31-05-2025,Basic,14.44,INR,Card,TRUE,4K,3,1,FALSE
U1177,Other,19-07-1986,38,Japan,Utah,Laptop,Prime,,102,0,02-06-2025,02-06-2026,Premium,5.85,USD,Card,FALSE,SD,3,1,TRUE
U1178,Female,02-11-1972,52,Chad,West Virginia,TV,"Hotstar,Netflix,Prime",,21,0,22-08-2023,21-08-2024,Standard,13.88,USD,Wallet,FALSE,4K,3,1,FALSE
U1179,Female,04-08-1997,27,Myanmar,Florida,Mobile,"Hotstar,Netflix,Prime",,80,1,30-12-2023,29-12-2024,Standard,9.8,USD,Card,TRUE,SD,2,1,TRUE
U1180,Female,09-02-2006,19,South Georgia and the South Sandwich Islands,Hawaii,Laptop,"Hotstar,Netflix",,88,0,13-01-2024,12-01-2025,Basic,15.43,USD,Wallet,FALSE,SD,1,1,FALSE
U1181,Female,30-10-1994,30,Spain,Massachusetts,Mobile,Hotstar,,87,0,16-09-2023,15-09-2024,Standard,15.91,INR,Wallet,FALSE,HD,4,3,TRUE
U1182,Other,28-09-1967,57,Turkmenistan,Nebraska,TV,"Hotstar,Prime",,17,1,17-02-2025,17-02-2026,Standard,8.15,USD,UPI,FALSE,4K,4,3,FALSE
U1183,Male,18-06-1972,53,Brunei Darussalam,Utah,Laptop,Hotstar,,33,1,08-10-2023,07-10-2024,Standard,11.23,USD,Card,FALSE,4K,2,1,TRUE
U1184,Female,13-09-1974,50,Martinique,Indiana,Laptop,Prime,,8,0,13-06-2025,13-06-2026,Premium,7.27,INR,Wallet,TRUE,4K,2,1,FALSE
U1185,Female,29-05-1999,26,Anguilla,Alabama,Mobile,"Hotstar,Netflix,Prime",,49,0,29-07-2024,29-07-2025,Basic,10.53,USD,Wallet,FALSE,HD,1,1,FALSE
U1186,Other,29-07-1977,47,Libyan Arab Jamahiriya,Florida,TV,"Netflix,Prime",,20,1,02-08-2024,02-08-2025,Premium,16.4,INR,Card,TRUE,4K,4,3,TRUE
U1187,Other,17-07-1980,45,Jersey,North Carolina,Laptop,Hotstar,,25,0,11-05-2025,11-05-2026,Standard,12.57,USD,Card,TRUE,HD,1,1,TRUE
U1188,Female,25-11-1970,54,Jersey,South Dakota,Mobile,Prime,,87,1,11-06-2025,11-06-2026,Premium,6.32,INR,UPI,FALSE,HD,3,1,TRUE
U1189,Female,01-05-2005,20,Austria,New Jersey,Mobile,"Hotstar,Netflix,Prime",,67,1,12-05-2025,12-05-2026,Standard,18.55,USD,Card,FALSE,4K,2,1,TRUE
U1190,Other,22-03-1976,49,South Georgia and the South Sandwich Islands,Kentucky,Mobile,"Hotstar,Netflix",,5,1,28-11-2023,27-11-2024,Basic,19.82,INR,UPI,FALSE,SD,3,2,FALSE
U1191,Other,05-10-1972,52,Bolivia,Georgia,Laptop,Netflix,,72,0,16-12-2023,15-12-2024,Standard,5.08,USD,UPI,FALSE,SD,1,1,FALSE
U1192,Other,26-03-1999,26,Jamaica,Delaware,Mobile,Prime,,65,0,17-09-2024,17-09-2025,Premium,13.67,INR,Wallet,FALSE,HD,2,1,FALSE
U1193,Other,15-08-1972,52,Hungary,Tennessee,Laptop,Hotstar,,20,0,02-05-2025,02-05-2026,Basic,17.86,USD,UPI,FALSE,HD,1,1,FALSE
U1194,Male,12-12-2004,20,United States Minor Outlying Islands,Nevada,TV,"Hotstar,Netflix,Prime",,39,1,11-11-2023,10-11-2024,Standard,16.42,INR,UPI,FALSE,SD,3,2,TRUE
U1195,Other,27-09-1993,31,China,Florida,TV,Hotstar,,73,1,26-11-2024,26-11-2025,Basic,16.96,USD,UPI,FALSE,HD,3,1,FALSE
U1196,Female,05-11-2005,19,Panama,Idaho,TV,"Hotstar,Netflix,Prime",,82,1,28-02-2025,28-02-2026,Standard,14.76,INR,UPI,FALSE,4K,3,3,TRUE
U1197,Other,21-02-1996,29,Canada,Washington,Mobile,"Netflix,Prime",,110,0,21-11-2024,21-11-2025,Premium,6.09,INR,Card,FALSE,SD,1,1,FALSE
U1198,Female,10-02-1984,41,Bermuda,Arkansas,Mobile,Prime,,103,0,05-06-2024,05-06-2025,Premium,9.57,USD,Card,FALSE,4K,1,1,FALSE
U1199,Other,27-07-1996,28,Nauru,Maryland,Mobile,Netflix,,26,1,10-06-2024,10-06-2025,Basic,15.73,USD,Card,FALSE,4K,1,1,TRUE
U1200,Male,06-11-1995,29,Tuvalu,Oregon,Laptop,"Hotstar,Netflix,Prime",,48,0,09-11-2023,08-11-2024,Standard,6.96,USD,Card,TRUE,SD,1,1,FALSE
U1201,Other,08-07-1995,30,Guadeloupe,Missouri,Laptop,Netflix,,113,0,14-08-2024,14-08-2025,Standard,11.32,INR,Card,FALSE,4K,2,2,TRUE
U1202,Other,04-08-1988,36,Russian Federation,Massachusetts,TV,Hotstar,,116,0,31-01-2025,31-01-2026,Basic,12.62,USD,Card,TRUE,SD,3,3,TRUE
U1203,Female,27-11-1991,33,Singapore,Wyoming,Mobile,"Hotstar,Netflix",,115,0,26-08-2024,26-08-2025,Standard,15.7,USD,Card,FALSE,HD,2,2,TRUE
U1204,Female,09-11-1990,34,Tonga,Montana,Laptop,"Hotstar,Netflix,Prime",,50,0,17-08-2023,16-08-2024,Premium,15.77,INR,Card,TRUE,SD,4,3,FALSE
U1205,Other,25-05-1993,32,Portugal,Oklahoma,TV,Netflix,,40,0,09-10-2023,08-10-2024,Standard,7.06,USD,UPI,FALSE,SD,4,4,FALSE
U1206,Female,08-02-2006,19,Kyrgyz Republic,Alabama,TV,"Hotstar,Netflix",,66,0,20-12-2023,19-12-2024,Premium,6.83,USD,Card,TRUE,HD,4,4,TRUE
U1207,Male,21-10-1969,55,Belarus,Ohio,TV,"Hotstar,Prime",,42,1,24-05-2024,24-05-2025,Standard,8.32,USD,Wallet,TRUE,4K,1,1,TRUE
U1208,Female,13-09-2003,21,Guadeloupe,Ohio,Laptop,"Hotstar,Netflix,Prime",,78,0,22-03-2024,22-03-2025,Standard,18.2,INR,Wallet,FALSE,HD,3,1,TRUE
U1209,Other,02-10-1964,60,United Kingdom,Minnesota,Mobile,"Netflix,Prime",,5,0,05-04-2025,05-04-2026,Basic,7.97,INR,Wallet,FALSE,HD,4,2,FALSE
U1210,Female,09-02-1965,60,Bouvet Island (Bouvetoya),Washington,TV,"Hotstar,Netflix,Prime",,109,0,08-04-2024,08-04-2025,Premium,9.4,USD,Card,TRUE,4K,1,1,FALSE
U1211,Female,12-09-1967,57,Mexico,Minnesota,Laptop,"Hotstar,Netflix,Prime",,99,0,21-07-2023,20-07-2024,Basic,12.25,INR,UPI,FALSE,4K,2,1,FALSE
U1212,Female,05-10-1990,34,Ethiopia,West Virginia,Laptop,"Hotstar,Netflix,Prime",,33,1,25-08-2023,24-08-2024,Premium,18.59,INR,UPI,TRUE,SD,1,1,FALSE
U1213,Male,20-02-1981,44,Saudi Arabia,Pennsylvania,Mobile,"Hotstar,Prime",,120,1,21-06-2024,21-06-2025,Premium,11.93,INR,UPI,FALSE,SD,3,1,FALSE
U1214,Other,02-10-1966,58,Botswana,Minnesota,Mobile,"Netflix,Prime",,15,1,11-02-2025,11-02-2026,Standard,10.07,USD,UPI,TRUE,4K,1,1,TRUE
U1215,Other,17-09-1980,44,Argentina,Kansas,Mobile,"Hotstar,Netflix,Prime",,78,1,27-01-2025,27-01-2026,Basic,10.65,USD,UPI,FALSE,SD,4,2,TRUE
U1216,Male,07-08-1972,52,Antarctica (the territory South of 60 deg S),Pennsylvania,Mobile,"Hotstar,Netflix",,68,1,02-09-2024,02-09-2025,Premium,11.02,INR,UPI,TRUE,4K,2,2,TRUE
U1217,Other,17-02-1991,34,Bermuda,Louisiana,TV,"Hotstar,Netflix",,113,0,08-11-2023,07-11-2024,Standard,16.37,INR,Wallet,FALSE,SD,2,2,FALSE
U1218,Male,07-10-1995,29,Palau,Maine,Mobile,Netflix,,73,0,24-11-2024,24-11-2025,Standard,6.16,INR,Wallet,FALSE,4K,2,2,TRUE
U1219,Female,19-05-1972,53,Cambodia,California,Mobile,"Hotstar,Netflix,Prime",,84,1,23-08-2023,22-08-2024,Basic,14.05,USD,UPI,TRUE,SD,2,2,TRUE
U1220,Other,13-06-1993,32,Croatia,Oregon,TV,"Hotstar,Netflix,Prime",,31,1,15-10-2023,14-10-2024,Premium,5.73,INR,Card,TRUE,HD,3,1,FALSE
U1221,Female,31-10-1995,29,British Indian Ocean Territory (Chagos Archipelago),Oregon,Mobile,"Hotstar,Prime",,29,1,13-01-2024,12-01-2025,Basic,17.45,INR,UPI,FALSE,4K,4,3,TRUE
U1222,Other,17-05-1988,37,Malta,Connecticut,TV,"Hotstar,Prime",,42,0,27-02-2025,27-02-2026,Basic,9.1,INR,Card,TRUE,SD,2,1,TRUE
U1223,Male,30-07-1966,58,Eritrea,Oklahoma,Mobile,"Netflix,Prime",,36,0,02-01-2024,01-01-2025,Basic,11.16,INR,UPI,TRUE,HD,4,1,TRUE
U1224,Other,10-02-1968,57,Sao Tome and Principe,Colorado,TV,"Netflix,Prime",,17,0,12-10-2024,12-10-2025,Premium,9.25,USD,Card,TRUE,HD,3,3,FALSE
U1225,Male,02-10-1983,41,Cuba,Louisiana,Laptop,Netflix,,17,1,24-03-2025,24-03-2026,Basic,17.72,USD,Card,FALSE,HD,3,1,TRUE
U1226,Male,01-11-1981,43,Zimbabwe,Rhode Island,Mobile,"Hotstar,Prime",,63,0,13-04-2025,13-04-2026,Standard,18.36,INR,Wallet,FALSE,HD,1,1,TRUE
U1227,Other,13-08-2000,24,Niger,Iowa,Mobile,"Hotstar,Netflix,Prime",,40,0,05-09-2024,05-09-2025,Standard,11.93,INR,Card,TRUE,HD,2,2,FALSE
U1228,Male,07-07-1993,32,Saint Kitts and Nevis,Wisconsin,Laptop,Hotstar,,44,0,07-01-2025,07-01-2026,Basic,15.03,USD,Card,TRUE,SD,4,2,FALSE
U1229,Female,16-07-1986,39,Romania,Tennessee,Laptop,"Netflix,Prime",,33,1,26-05-2025,26-05-2026,Standard,18.46,INR,Card,TRUE,SD,1,1,TRUE
U1230,Female,07-11-1983,41,Myanmar,Nevada,TV,Netflix,,98,1,16-04-2025,16-04-2026,Standard,10.45,INR,Wallet,FALSE,4K,1,1,TRUE
U1231,Other,24-06-1974,51,Gabon,Iowa,Laptop,Prime,,33,0,21-05-2024,21-05-2025,Standard,6.97,USD,Card,TRUE,HD,1,1,FALSE
U1232,Other,04-08-1978,46,Lao People's Democratic Republic,Alabama,Mobile,Hotstar,,22,1,18-08-2024,18-08-2025,Standard,17.99,INR,Card,TRUE,HD,4,2,TRUE
U1233,Female,01-03-1991,34,Nicaragua,Kentucky,Laptop,Hotstar,,61,0,20-04-2024,20-04-2025,Basic,10.26,INR,Wallet,FALSE,SD,1,1,TRUE
U1234,Other,23-12-1966,58,Paraguay,Missouri,Laptop,"Hotstar,Netflix,Prime",,56,1,28-10-2024,28-10-2025,Premium,19.33,USD,UPI,FALSE,SD,3,3,TRUE
U1235,Female,13-06-2007,18,Antigua and Barbuda,Arkansas,Mobile,Prime,,53,0,13-05-2025,13-05-2026,Premium,15.92,USD,Wallet,TRUE,4K,4,1,FALSE
U1236,Female,16-06-1970,55,Algeria,Louisiana,Mobile,"Hotstar,Netflix,Prime",,11,1,02-09-2024,02-09-2025,Premium,6.1,INR,Wallet,TRUE,4K,1,1,FALSE
U1237,Female,28-01-1973,52,Cayman Islands,North Dakota,Laptop,Hotstar,,27,0,28-08-2023,27-08-2024,Standard,9.08,USD,Wallet,TRUE,HD,4,2,TRUE
U1238,Male,24-10-1968,56,Costa Rica,Pennsylvania,Mobile,"Hotstar,Netflix,Prime",,99,1,16-04-2024,16-04-2025,Premium,7.04,USD,Card,FALSE,SD,2,1,FALSE
U1239,Female,17-12-1985,39,Angola,Idaho,TV,Netflix,,8,0,29-09-2024,29-09-2025,Standard,5.97,INR,Card,FALSE,SD,1,1,TRUE
U1240,Male,27-10-1998,26,Belgium,Maryland,Mobile,Netflix,,24,0,11-06-2025,11-06-2026,Premium,18.04,INR,Wallet,TRUE,4K,1,1,TRUE
U1241,Female,27-10-2004,20,Algeria,Arkansas,Laptop,Netflix,,39,1,23-07-2023,22-07-2024,Standard,8.16,INR,Wallet,FALSE,HD,3,1,FALSE
U1242,Other,15-01-2001,24,Yemen,Kentucky,TV,Prime,,67,1,05-10-2023,04-10-2024,Basic,18.18,USD,Wallet,FALSE,HD,1,1,TRUE
U1243,Female,09-12-2002,22,Jersey,Connecticut,TV,"Hotstar,Netflix,Prime",,54,0,22-05-2025,22-05-2026,Basic,18.62,INR,Card,FALSE,SD,4,3,TRUE
U1244,Other,21-06-1969,56,El Salvador,Tennessee,TV,Hotstar,,102,1,26-09-2024,26-09-2025,Premium,12.76,USD,UPI,TRUE,SD,4,3,TRUE
U1245,Female,28-09-2006,18,Iraq,New Mexico,TV,"Hotstar,Netflix",,95,1,23-05-2024,23-05-2025,Basic,7,INR,UPI,TRUE,4K,4,1,FALSE
U1246,Other,03-07-1990,35,Belize,Florida,TV,"Hotstar,Netflix,Prime",,19,0,15-10-2024,15-10-2025,Premium,16.5,USD,Card,FALSE,SD,2,2,FALSE
U1247,Male,08-07-2002,23,Uganda,Rhode Island,Laptop,Hotstar,,74,0,06-05-2024,06-05-2025,Standard,19.19,USD,UPI,TRUE,HD,3,2,FALSE
U1248,Female,01-10-1988,36,Benin,South Dakota,TV,"Hotstar,Netflix,Prime",,37,1,19-10-2024,19-10-2025,Standard,13.99,INR,Card,TRUE,HD,4,3,FALSE
U1249,Other,28-06-1982,43,Luxembourg,Minnesota,Mobile,Prime,,118,1,23-12-2024,23-12-2025,Basic,10.43,USD,UPI,FALSE,SD,2,1,TRUE
U1250,Female,25-02-1965,60,Burkina Faso,Minnesota,Laptop,"Hotstar,Netflix,Prime",,91,1,07-07-2023,06-07-2024,Premium,11.3,USD,UPI,TRUE,4K,2,2,FALSE
U1251,Male,21-05-1977,48,Nicaragua,Colorado,Mobile,"Hotstar,Netflix,Prime",,115,0,11-09-2023,10-09-2024,Standard,17.31,USD,UPI,FALSE,HD,1,1,TRUE
U1252,Other,28-01-1988,37,Mozambique,Michigan,Mobile,Netflix,,92,0,05-10-2023,04-10-2024,Basic,10.04,INR,UPI,FALSE,4K,4,3,TRUE
U1253,Female,02-02-1980,45,Guam,Delaware,TV,"Hotstar,Netflix,Prime",,46,0,20-09-2024,20-09-2025,Standard,5.69,USD,Card,TRUE,4K,4,4,TRUE
U1254,Female,13-02-1998,27,Chile,New Mexico,TV,"Hotstar,Netflix",,120,0,09-06-2025,09-06-2026,Basic,7.58,INR,UPI,TRUE,4K,1,1,TRUE
U1255,Male,10-03-1975,50,Monaco,Vermont,Mobile,"Hotstar,Netflix,Prime",,108,0,09-05-2025,09-05-2026,Premium,11.88,USD,Wallet,FALSE,4K,4,1,FALSE
U1256,Male,02-03-1983,42,Turkey,Wyoming,Mobile,"Hotstar,Netflix,Prime",,114,1,10-08-2023,09-08-2024,Premium,5.46,USD,Wallet,FALSE,4K,3,3,FALSE
U1257,Female,30-05-2004,21,American Samoa,Maine,TV,Netflix,,68,0,09-02-2024,08-02-2025,Premium,6.83,USD,Wallet,TRUE,HD,3,2,TRUE
U1258,Male,25-07-1966,58,French Southern Territories,Alabama,Laptop,Hotstar,,85,0,10-02-2024,09-02-2025,Premium,15.62,USD,Card,FALSE,4K,1,1,FALSE
U1259,Other,16-04-1984,41,New Caledonia,Arkansas,Mobile,"Netflix,Prime",,21,1,26-12-2023,25-12-2024,Standard,6.91,INR,UPI,TRUE,SD,3,2,TRUE
U1260,Other,13-06-1997,28,Lesotho,Kentucky,TV,"Hotstar,Netflix,Prime",,33,0,20-08-2023,19-08-2024,Basic,19.07,USD,Wallet,FALSE,SD,3,1,TRUE
U1261,Other,16-02-1972,53,Congo,Michigan,Mobile,Hotstar,,68,0,02-11-2024,02-11-2025,Basic,16.22,INR,Wallet,FALSE,4K,4,2,FALSE
U1262,Other,14-12-1976,48,Sri Lanka,Maryland,Laptop,"Hotstar,Netflix,Prime",,92,0,19-03-2025,19-03-2026,Standard,5.21,INR,UPI,TRUE,HD,4,4,FALSE
U1263,Female,24-10-1971,53,Martinique,Ohio,Laptop,"Hotstar,Netflix,Prime",,97,1,01-11-2024,01-11-2025,Premium,10.29,INR,Card,TRUE,SD,3,3,FALSE
U1264,Female,15-05-1995,30,South Africa,West Virginia,Mobile,"Hotstar,Netflix",,72,1,27-07-2023,26-07-2024,Basic,12.61,USD,Card,TRUE,SD,1,1,TRUE
U1265,Male,01-01-1975,50,Rwanda,Missouri,TV,Prime,,101,0,10-01-2025,10-01-2026,Basic,10.9,USD,UPI,TRUE,SD,3,3,FALSE
U1266,Female,02-08-1979,45,Mayotte,Maine,TV,"Netflix,Prime",,20,1,16-07-2023,15-07-2024,Basic,17.98,USD,Wallet,FALSE,HD,3,2,TRUE
U1267,Male,08-11-1997,27,Australia,South Carolina,Laptop,Prime,,60,0,21-11-2023,20-11-2024,Basic,16.5,USD,Wallet,FALSE,4K,4,1,TRUE
U1268,Other,10-10-2002,22,Cuba,Kentucky,Mobile,"Hotstar,Netflix,Prime",,115,1,14-03-2024,14-03-2025,Premium,11.79,INR,UPI,FALSE,HD,2,2,TRUE
U1269,Female,09-12-1993,31,Argentina,Nevada,Laptop,Netflix,,60,0,29-03-2025,29-03-2026,Standard,14.49,INR,Card,FALSE,SD,2,1,FALSE
U1270,Other,09-01-1985,40,Argentina,Maryland,Mobile,"Hotstar,Netflix,Prime",,77,0,21-04-2025,21-04-2026,Premium,15.42,INR,Wallet,TRUE,SD,4,3,FALSE
U1271,Male,24-12-1999,25,Jordan,California,Mobile,"Hotstar,Netflix,Prime",,7,1,04-05-2024,04-05-2025,Basic,10.09,INR,UPI,FALSE,HD,3,2,FALSE
U1272,Male,02-09-1999,25,Uzbekistan,Massachusetts,TV,"Hotstar,Netflix,Prime",,107,1,14-10-2023,13-10-2024,Standard,9.64,INR,Wallet,FALSE,4K,3,1,FALSE
U1273,Other,20-08-1980,44,France,Massachusetts,TV,Hotstar,,111,0,09-06-2025,09-06-2026,Basic,10.34,USD,UPI,FALSE,HD,2,1,TRUE
U1274,Male,10-06-2000,25,Congo,Rhode Island,Mobile,"Netflix,Prime",,27,0,13-04-2025,13-04-2026,Standard,5.06,INR,Wallet,TRUE,SD,1,1,FALSE
U1275,Other,22-09-1967,57,Trinidad and Tobago,New Hampshire,TV,"Hotstar,Prime",,28,0,04-05-2025,04-05-2026,Basic,19.78,USD,UPI,TRUE,SD,1,1,TRUE
U1276,Other,28-07-1970,54,Ethiopia,Wisconsin,Mobile,"Hotstar,Netflix",,97,1,01-03-2025,01-03-2026,Premium,16.27,INR,Card,FALSE,4K,3,2,FALSE
U1277,Female,22-02-1988,37,Tunisia,New York,Mobile,Prime,,112,0,16-04-2025,16-04-2026,Premium,14.52,INR,UPI,TRUE,SD,2,2,FALSE
U1278,Female,25-05-1984,41,Gambia,Massachusetts,TV,"Hotstar,Netflix,Prime",,118,0,10-08-2023,09-08-2024,Basic,11.08,USD,UPI,TRUE,SD,4,1,FALSE
U1279,Other,18-05-1993,32,Fiji,California,Mobile,Hotstar,,75,0,02-02-2024,01-02-2025,Basic,15.32,INR,UPI,FALSE,HD,2,2,FALSE
U1280,Female,18-09-1979,45,Kazakhstan,Nevada,Mobile,"Hotstar,Netflix,Prime",,110,0,30-06-2024,30-06-2025,Basic,8.27,USD,Wallet,TRUE,HD,1,1,FALSE
U1281,Other,06-06-1989,36,Kiribati,Wyoming,TV,Netflix,,57,1,05-05-2024,05-05-2025,Standard,13.6,INR,Card,TRUE,SD,4,2,TRUE
U1282,Male,16-08-1970,54,Iraq,Minnesota,Laptop,"Hotstar,Netflix",,61,1,26-10-2024,26-10-2025,Basic,11.59,USD,Wallet,FALSE,4K,4,1,TRUE
U1283,Other,15-06-1987,38,Slovakia (Slovak Republic),Idaho,Mobile,"Hotstar,Netflix,Prime",,108,0,11-12-2024,11-12-2025,Standard,10.4,USD,Card,TRUE,SD,4,1,FALSE
U1284,Other,25-03-1976,49,Bangladesh,Colorado,Mobile,Hotstar,,12,1,05-12-2023,04-12-2024,Basic,11.34,INR,Card,TRUE,4K,4,2,FALSE
U1285,Male,27-02-1975,50,Italy,Pennsylvania,Laptop,"Hotstar,Netflix,Prime",,22,1,02-07-2025,02-07-2026,Premium,13.52,INR,Card,FALSE,HD,2,2,FALSE
U1286,Female,01-06-1998,27,Poland,Illinois,Laptop,Netflix,,13,1,13-07-2024,13-07-2025,Standard,15.27,INR,Wallet,FALSE,HD,3,1,TRUE
U1287,Male,10-11-1999,25,French Southern Territories,Virginia,TV,"Hotstar,Prime",,92,1,06-06-2025,06-06-2026,Basic,5.43,INR,Wallet,FALSE,SD,2,2,TRUE
U1288,Other,27-05-1985,40,Haiti,Vermont,Mobile,"Hotstar,Netflix,Prime",,116,0,08-08-2023,07-08-2024,Standard,13.11,INR,Card,TRUE,HD,2,1,TRUE
U1289,Female,15-01-1984,41,Indonesia,Mississippi,Mobile,"Hotstar,Prime",,50,1,19-12-2024,19-12-2025,Premium,8.09,INR,Wallet,FALSE,HD,2,1,TRUE
U1290,Other,06-12-1975,49,Mongolia,Kentucky,Mobile,"Netflix,Prime",,64,1,17-08-2024,17-08-2025,Basic,14.34,USD,Wallet,FALSE,HD,1,1,TRUE
U1291,Male,05-04-1995,30,Philippines,Wyoming,Mobile,"Hotstar,Netflix,Prime",,63,1,19-05-2025,19-05-2026,Standard,14.8,USD,Card,FALSE,SD,3,1,TRUE
U1292,Male,23-10-1976,48,France,Arizona,Laptop,"Hotstar,Netflix,Prime",,101,1,26-06-2025,26-06-2026,Standard,15.9,INR,Wallet,TRUE,SD,2,2,TRUE
U1293,Other,13-07-2004,20,Turks and Caicos Islands,Kentucky,Mobile,"Hotstar,Prime",,57,0,01-01-2025,01-01-2026,Standard,9.46,INR,UPI,FALSE,4K,3,3,FALSE
